Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Category,Sub-Category,Sales,Cost Price,Quantity,Discount,Revenue,Profit,Margin%
ATY-147311,9/11/2024,In-Store,KI089155,Newton,IV1,Scotland,South East,01JZ3NT8HHDRM1ZMENA9D66RVV,Pesto Pasta Salad,Food - Prepared Foods,Salads,4.99,1.996,6,24.00%,$1.20,$17.96,60.00%
YXC-651461,6/5/2024,Online,SE083704,Thorpe,BD23,England,South West,01JZ3NQZDK24WFSSXVFHGP6HXZ,Pet Grooming Scissors,Pets,Grooming Supplies,16.99,6.796,4,34.00%,$5.78,$40.78,60.00%
NPW-712203,3/17/2024,In-Store,OK059668,Seaton,LE15,England,North East,01JZ3NR6FM947MW625MYESED0R,Asian Stir-Fry Kit,Food - Frozen Meals,Frozen Asian Meals,5.49,2.196,20,,$0.00,$65.88,60.00%
CIF-560833,10/31/2024,Online,JZ004144,Buckland,CT16,England,West Midlands,01JZ3NT4QPXXP40DE0G1X47N4Q,Watercolor Paint Set,Art Supplies,Painting Supplies,19.99,7.996,15,12.00%,$2.40,$179.91,60.00%
RFE-973325,10/29/2024,In-Store,MG053337,Sutton,CT15,England,North West,01JZ3NR6YQQW9YGWNDJJY9HAMQ,Travel Laundry Bag,Travel,Travel Accessories,9.99,3.996,10,11.00%,$1.10,$59.94,60.00%
UAI-955034,5/17/2024,Online,OF005773,Brampton,NR34,England,Scotland,01JZ3NR3G9RQTG5B9BFWD6BG79,Streaming Device,Electronics,Home Entertainment Equipment,49.99,19.996,6,12.00%,$6.00,$179.96,60.00%
GNU-384472,5/1/2024,In-Store,XR044405,Bristol,BS41,England,South West,01JZ3NTKQGMCE7JYCF5EMC2KDN,Ice Cream Scoop,Kitchen,Kitchen Gadgets,12.99,5.196,18,34.00%,$4.42,$140.29,60.00%
OVF-835771,3/1/2024,Online,KO026744,Newport,NR29,England,North West,01JZ3NCBQEZ6QYPZM3R8RJR107,Blackberry Jam,Food - Condiments,Fruit Spreads,4.29,1.287,10,25.00%,$1.07,$30.03,70.00%
NYA-438041,11/15/2024,In-Store,SM003639,Tullich,AB55,Scotland,South East,01JZ3NRAWG5DHVWZ004ZV14BDR,Premium Flashlight,Outdoor,Camping Equipment,19.99,7.996,3,30.00%,$6.00,$35.98,60.00%
BRE-560427,1/15/2024,Online,MY031639,Church End,N3,England,South East,01JZ3NTBGS7CADRDT1PH54PJ3N,Sculpting Kit,Art Supplies,Sculpting Supplies,25.99,10.396,20,0.00%,$0.00,$311.88,60.00%
XEY-797285,7/22/2024,In-Store,IR066002,Normanton,LE15,England,South East,01JZ3NTFXBF2KN9N7BW91F7GWP,Set of Silicone Baking Molds,Kitchen,Baking Accessories,15.99,6.396,15,5.00%,$0.80,$143.91,60.00%
VEP-881932,8/5/2024,Online,RV058410,Milton,NG22,England,London,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen Storage & Organization,14.99,5.996,5,33.00%,$4.95,$44.97,60.00%
DCA-888989,9/22/2024,In-Store,BK006288,Charlton,OX12,England,East of England,01JZ3NCEYAN4NK0AN9B0DGGXHN,Wireless Charging Station,Electronics,Mobile Accessories,39.99,11.997,17,22.00%,$8.80,$475.88,70.00%
VZB-607701,7/6/2024,Online,WO032878,Norton,S8,England,Scotland,01JZ3NR1XDTT9KZ7B0T1Z9FGV7,Bamboo Cotton Tank Top,Clothing - Tops,Sustainable Fashion,22.99,9.196,7,,$0.00,$96.56,60.00%
TWQ-809940,1/10/2024,In-Store,MB036703,Seaton,LE15,England,South West,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Remote Control Drones,29.99,11.996,5,1.00%,$0.30,$89.97,60.00%
HEM-331874,3/25/2024,Online,XN095451,Church End,N3,England,South East,01JZ3NCA45T0SWY9X1ABERCAAT,Pineapple Teriyaki Chicken Mix,Food - Meat,Marinades and Sauces,6.99,2.097,16,39.00%,$2.73,$78.29,70.00%
OOG-207575,11/12/2024,In-Store,XN030548,Norton,S8,England,North East,01JZ3NR7CDSFMKJGYYX6XPE8E9,Plant Growing Kit,Garden,Indoor Gardening Supplies,22.99,9.196,14,6.00%,$1.38,$193.12,60.00%
VAL-711930,11/20/2024,Online,DV074616,Whitwell,DL10,England,North East,01JZ3NQZGM9X9PTNAMQTDNQDJ1,Puzzle Game Set,Toys,Board Games,34.99,13.996,1,,$0.00,$20.99,60.00%
BFB-744696,3/15/2024,In-Store,SI013737,Aston,TF6,England,East Midlands,01JZ3NTAK6T784CM5BWN514Z55,Couscous,Food - Grains,Pasta,2.49,0.996,17,26.00%,$0.65,$25.40,60.00%
NJZ-352552,6/30/2024,Online,FX008936,Aston,TF6,England,North East,01JZ3NR35530H2HQJ328MVW3PM,Creamy Ranch Dressing,Food - Dressings,Dressings,2.49,0.996,18,34.00%,$0.85,$26.89,60.00%
CGF-099339,12/4/2024,In-Store,XY043257,London,EC3M,England,London,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing - Jumpsuits,Jumpsuits,89.99,35.996,8,32.00%,$28.80,$431.95,60.00%
KOR-934386,3/5/2024,Online,FT074520,Marston,ST20,England,North West,01JZ3NR1DFC3YDK9JT3BFVCXJH,Portable Solar Camp Shower,Outdoor,Camping Equipment,29.99,11.996,5,39.00%,$11.70,$89.97,60.00%
OMA-865873,7/28/2024,In-Store,OS066663,Sheffield,S1,England,East Midlands,01JZ3NR56C40JGMKTG54CSVXBZ,Brussels Sprouts,Food - Produce,Vegetables,3.49,1.396,10,10.00%,$0.35,$20.94,60.00%
OZM-032809,3/21/2024,Online,HV059622,Newbiggin,NE46,England,West Midlands,01JZ3NCBPFK8SQR8V0TNAR34JA,Organic Black Beans,Food - Canned Goods,Canned Legumes,1.29,0.387,11,5.00%,$0.06,$9.93,70.00%
IDJ-199269,10/7/2024,In-Store,XR044405,Edinburgh,EH9,Scotland,West Midlands,01JZ3NTKQGMCE7JYCF5EMC2KDN,Ice Cream Scoop,Kitchen,Kitchen Gadgets,12.99,5.196,10,31.00%,$4.03,$77.94,60.00%
EXY-632528,7/26/2024,Online,TB077884,Newport,NR29,England,London,01JZ3NT09HDA8DPDY8X5P01PE7,Electric Kettle,Kitchen,Small Appliances,39.99,15.996,6,4.00%,$1.60,$143.96,60.00%
YYM-556861,7/16/2024,In-Store,YR037106,London,EC1V,England,Yorkshire and the Humber,01JZ3NC9PFJTGGZB1TEY8P05QH,Karaoke Microphone,Music,Audio Equipment,39.99,11.997,18,9.00%,$3.60,$503.87,70.00%
EDH-405321,9/19/2024,Online,ET068053,Glasgow,G4,Scotland,Yorkshire and the Humber,01JZ3NCC7G4W5WBK9S46T36JXE,Lemonade Mix,Food - Beverages,Drink Mixes,1.99,0.597,16,33.00%,$0.66,$22.29,70.00%
ETV-300940,7/31/2024,In-Store,TB024905,Burnside,EH52,Scotland,North East,01JZ3NCGYMZSYV4YHNG22P2P9R,Peach Mango Smoothie,Food - Beverages,Smoothies,3.49,1.047,14,39.00%,$1.36,$34.20,70.00%
JVD-195863,6/25/2024,Online,VY009268,London,EC3M,England,North East,01JZ3NTBPWT20NGNSN7TW1TGK2,Gardening Tools Set,Garden,Garden Tools,45,18,10,,$0.00,$270.00,60.00%
SYY-227450,7/30/2024,In-Store,OZ054329,London,W1F,England,North East,01JZ3NCB5FEB4241HD4E776FNZ,Chickpea Snack Mix,Food - Snacks,Healthy Snacks,3.49,1.047,13,26.00%,$0.91,$31.76,70.00%
SBG-923785,5/17/2024,Online,VF050364,Bradford,BD7,England,North East,01JZ3NCC91DT2SEYK4HX8TATVM,Pineapple Coconut Rice Mix,Food - Grains,Rice Dishes,3.99,1.197,15,18.00%,$0.72,$41.90,70.00%
TAX-303462,11/8/2024,In-Store,XY043257,Middleton,LE16,England,East Midlands,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing - Jumpsuits,Jumpsuits,89.99,35.996,10,36.00%,$32.40,$539.94,60.00%
HZY-663804,4/4/2024,Online,SL008646,Norton,NN11,England,North West,01JZ3NR1QMK9WKEFZRXCWGNYS6,Portable Solar Path Lights,Outdoor,Garden Supplies,39.99,15.996,7,37.00%,$14.80,$167.96,60.00%
PTY-476077,3/28/2024,In-Store,KO032054,Newport,NR29,England,West Midlands,01JZ3NTDJE241Q2EF1J57P3EPT,Beef Sirloin Steak,Food - Meat,Red Meat,15.99,6.396,8,14.00%,$2.24,$76.75,60.00%
HWO-607735,7/24/2024,Online,WL067890,Dean,OX7,England,South West,01JZ3NC9RVVD2Q59Q4S0F56Y3S,Electric Wax Warmer,Home,Home Fragrance & Accessories,22.99,6.897,14,,$0.00,$225.30,70.00%
SFA-283366,9/13/2024,In-Store,AI055492,Bradford,BD7,England,Yorkshire & the Humber,01JZ3NCH573KYRFG5H0K51WSGV,Almond Joy Snack Bars,Food - Snacks,Healthy Snacks,2.99,0.897,9,29.00%,$0.87,$18.84,70.00%
CGZ-004700,6/9/2024,Online,AI055492,Manchester,M14,England,East Midlands,01JZ3NCH573KYRFG5H0K51WSGV,Almond Joy Snack Bars,Food - Snacks,Healthy Snacks,2.99,0.897,16,11.00%,$0.33,$33.49,70.00%
NIA-863105,5/2/2024,In-Store,VG036239,Newton,NG34,England,North West,01JZ3NR12SF3Z3Z29X6X95S1VN,Maple Bacon Jerky,Food - Meat,Jerky,6.99,2.796,1,9.00%,$0.63,$4.19,60.00%
JTU-059137,5/29/2024,Online,QM000750,Swindon,SN1,England,Yorkshire and the Humber,01JZ3NR1M67CYX605DCP871281,Electric Bike,Bicycles,Bicycles,899.99,359.996,13,4.00%,$36.00,"$7,019.92",60.00%
FKA-469777,3/4/2024,In-Store,WQ029470,Halton,LS9,England,North East,01JZ3NR3AEE56EJDT1C4X1SYQR,Sweet Chili Thai Sauce,Food - Condiments,Sauces,3.49,1.396,15,11.00%,$0.38,$31.41,60.00%
HUT-649141,4/19/2024,Online,ZG008283,Middleton,LE16,England,East of England,01JZ3NR16Y188WHAKSC5K4Z80M,Crispy Onion Rings,Food - Frozen Foods,Frozen Appetizers,4.29,1.716,16,8.00%,$0.34,$41.18,60.00%
XHM-484843,4/25/2024,In-Store,AK027382,Sheffield,S33,England,North East,01JZ3NR58T2JFQQ61DDZ49S6QN,Gardening Fairy Figurines,Garden,Garden Decor,14.99,5.996,4,36.00%,$5.40,$35.98,60.00%
PKU-045174,4/2/2024,Online,XY043257,Wirral,CH48,England,Yorkshire and the Humber,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing - Jumpsuits,Jumpsuits,89.99,35.996,10,16.00%,$14.40,$539.94,60.00%
UVC-615090,6/27/2024,In-Store,RV058410,Preston,PR1,England,South East,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen Storage & Organization,14.99,5.996,15,28.00%,$4.20,$134.91,60.00%
JFL-869571,7/31/2024,Online,GC044645,Kirkton,KW10,Scotland,Yorkshire & the Humber,01JZ3NC9VPJXYW9TRYCF0F472A,Oven-Baked Potato Chips,Food - Snacks,Healthy Snacks,2.79,0.837,15,24.00%,$0.67,$29.30,70.00%
ARU-016117,10/11/2024,In-Store,KE034482,Burnside,EH52,Scotland,East Midlands,01JZ3NTDGCSPG4JXTG1EGSZQYF,Electric Pressure Washer,Home Improvement,Outdoor Cleaning,199.99,79.996,11,23.00%,$46.00,"$1,319.93",60.00%
LQT-704843,4/25/2024,Online,QU056853,Preston,PR1,England,East Midlands,01JZ3NCCC1JRBG2Q2FKG0ER065,Wooden Puzzle Game,Toys,Puzzles,14.99,4.497,15,29.00%,$4.35,$157.40,70.00%
XDL-647915,5/2/2024,In-Store,ZH026809,Brampton,NR34,England,South West,01JZ3NTPZR31JG9JMFGGH243ZD,Garden Hose,Garden,Garden Supplies,32.99,13.196,2,35.00%,$11.55,$39.59,60.00%
FLY-009935,12/20/2024,Online,MG006726,Aberdeen,AB39,Scotland,North West,01JZ3NT0W7CS0W3AFK08D40KY0,White Rice,Food - Grains,Rice,1.49,0.596,13,9.00%,$0.13,$11.62,60.00%
XYU-716330,2/10/2024,In-Store,GQ006805,Milton,AB56,Scotland,Scotland,01JZ3NTDR5P43P7KC88HYK6B5S,Tailgating Set,Outdoor,Outdoor Recreation,89.99,35.996,12,7.00%,$6.30,$647.93,60.00%
GXA-700010,4/28/2024,Online,HJ046803,Sheffield,S33,England,East Midlands,01JZ3NCH1WYQH46ANGEVPSXQN8,Bicycle Lock,Bicycles,Accessories,29.99,8.997,5,28.00%,$8.40,$104.97,70.00%
EHP-183223,6/8/2024,In-Store,FR079188,Newbiggin,NE46,England,East of England,01JZ3NR1A2A645WJSVCCCB94S0,French Bread,Food - Bakery,Breads,2.49,0.996,10,26.00%,$0.65,$14.94,60.00%
QDT-479007,5/4/2024,Online,PS061538,Dean,OX7,England,East of England,01JZ3NR14V0B3HYMAA440CNMMA,Buffalo Stilton Cheese,Food - Cheese,Specialty Cheeses,8.99,3.596,17,16.00%,$1.44,$91.70,60.00%
DDV-562053,5/11/2024,In-Store,TT026883,Milton,NG22,England,West Midlands,01JZ3NCBXJMZWFWG94J56VWJNB,Leather Notebook Cover,Office,Office Accessories,29.99,8.997,1,20.00%,$6.00,$20.99,70.00%
GLH-408149,11/19/2024,Online,CX043819,London,SW1E,England,Scotland,01JZ3NCFD71YH5WHMXEPZ47FT4,Ceramic Bakeware Set,Kitchen,Cookware,49.99,14.997,16,12.00%,$6.00,$559.89,70.00%
WRC-197330,7/5/2024,In-Store,JV020938,Milton,NG22,England,South West,01JZ3NR2DJWKWEW0KV6BG0AS44,Pistachio Ice Cream,Food - Frozen Desserts,Gourmet Ice Cream,4.99,1.996,20,4.00%,$0.20,$59.88,60.00%
RDP-487006,10/9/2024,Online,XS041385,Newtown,RG20,England,East Midlands,01JZ3NR3XVP87YDW0MH3DAXN5R,Dark Chocolate Covered Almonds,Food - Snacks,Nuts and Trail Mix,7.19,2.876,3,18.00%,$1.29,$12.94,60.00%
FHN-309608,12/29/2024,In-Store,TE030635,Pentre,SY4,Wales,South East,01JZ3NT7GK03AX2SXMH3KQFQRT,USB-C Hub,Computers,Accessories,39.99,15.996,1,27.00%,$10.80,$23.99,60.00%
PFQ-016960,2/9/2024,Online,CI040986,Norton,S8,England,London,01JZ3NQZMMW29B0N6W87A4RXFK,Instant Read Meat Thermometer,Kitchen,Cooking Tools & Utensils,24.99,9.996,1,18.00%,$4.50,$14.99,60.00%
RZW-643994,8/31/2024,In-Store,ND084324,Sheffield,S1,England,Yorkshire and the Humber,01JZ3NCAV1WMG78B63W6YNN6QE,Baked Falafel,Food - Vegetarian,Snacks,5.49,1.647,6,19.00%,$1.04,$23.06,70.00%
OGZ-360208,2/4/2024,Online,ER081600,Sutton,RH5,England,South West,01JZ3NR9BREN1RGFHWEAH0J4HJ,Silicone Baking Cups,Kitchen,Baking Accessories,10.99,4.396,7,22.00%,$2.42,$46.16,60.00%
LAH-640672,3/25/2024,In-Store,TX016353,Buckland,CT16,England,North East,01JZ3NTPEJEGD0WK256NKJTFW0,LED Flashing Pet Collar,Pets,Pet Accessories,14.99,5.996,11,1.00%,$0.15,$98.93,60.00%
IIQ-902310,9/13/2024,Online,JS015887,London,EC3M,England,North East,01JZ3NCC1HV4Z3RGSC3Y6JG6B1,Garden Hose Reel,Garden,Garden Tools,49.99,14.997,12,,$0.00,$419.92,70.00%
YUV-014232,3/29/2024,In-Store,XM060019,Ashley,SN13,England,East Midlands,01JZ3NR39VFZ49AG2DR66SQHN1,Crispy Chickpeas,Food - Snacks,Healthy Snacks,2.99,1.196,2,13.00%,$0.39,$3.59,60.00%
SIZ-753913,5/6/2024,Online,CM008593,Birmingham,B40,England,Yorkshire and the Humber,01JZ3NT6DAD10JTS3Q38AZPJWA,Mixed Berry Smoothie Pack,Food - Frozen Food,Frozen Fruits,5.99,2.396,3,16.00%,$0.96,$10.78,60.00%
DNT-004214,6/11/2024,In-Store,KS006371,Aberdeen,AB39,Scotland,South East,01JZ3NSYJ5FQN5P7Z6YE0CBEW2,Sweet Potatoes (organic),Food - Vegetables,Vegetables,1.99,0.796,4,0.00%,$0.00,$4.78,60.00%
BTE-017240,3/17/2024,Online,GA046351,Preston,PR1,England,North West,01JZ3NRA19FEQVBV58RSDVCZXM,Lemon Garlic Shrimp,Food - Seafood,Prepared Seafood,8.99,3.596,18,12.00%,$1.08,$97.09,60.00%
IJU-205167,9/27/2024,In-Store,HH028598,Newbiggin,NE46,England,North West,01JZ3NC9S48AQTAAVMVZG11T08,Organic Tomato Ketchup,Food - Condiments,Natural Sauces,3.49,1.047,5,23.00%,$0.80,$12.22,70.00%
REX-198155,12/8/2024,Online,OF005773,Birmingham,B12,England,North East,01JZ3NR3G9RQTG5B9BFWD6BG79,Streaming Device,Electronics,Home Entertainment Equipment,49.99,19.996,19,6.00%,$3.00,$569.89,60.00%
HEF-636220,2/2/2024,In-Store,BI005400,Birmingham,B12,England,West Midlands,01JZ3NR8BYD6NGCCEF0V31WM0B,Window Bird Feeder with Suction Cups,Outdoor,Bird Feeding Accessories,28.99,11.596,20,15.00%,$4.35,$347.88,60.00%
JQR-602433,9/1/2024,Online,BV017983,Tullich,AB55,Scotland,Scotland,01JZ3NSYRXA6Q0SCV6Q6AQ2P4N,Elderberry Syrup Kit,Health,Fitness & Nutrition,22.99,9.196,6,16.00%,$3.68,$82.76,60.00%
EXK-279594,1/4/2024,In-Store,FH010316,Buckland,CT16,England,East Midlands,01JZ3NCGC48RC43KDY3ZCP2CYK,Digital Drawing Tablet,Art Supplies,Digital Art Supplies,79.99,23.997,15,40.00%,$32.00,$839.90,70.00%
OBF-616467,7/19/2024,Online,DM054202,Charlton,OX12,England,North West,01JZ3NR4ASNJNCW588HWSCYWZ5,Avocado Lime Dressing,Food - Condiments,Dressing,4.29,1.716,8,33.00%,$1.42,$20.59,60.00%
HEH-027215,5/5/2024,In-Store,CJ020981,London,WC1B,England,West Midlands,01JZ3NR5HADY5RD8JJ6S96S9BH,Chia Seed Pudding Mix,Food - Breakfast,Healthy Breakfast Options,4.19,1.676,10,37.00%,$1.55,$25.14,60.00%
CRE-055049,10/10/2024,Online,HT052318,Upton,WF9,England,East Midlands,01JZ3NTDHC6YF9RWMVCMZ4BBDM,Rice Pudding,Food - Desserts,Dairy Desserts,2.29,0.916,17,37.00%,$0.85,$23.36,60.00%
EGA-225648,3/17/2024,In-Store,UU017281,Whitchurch,BS14,England,East of England,01JZ3NTHKZ988AWYS5ZKFP12TW,Black Bean Spaghetti,Food - Pasta,Specialty Pasta,3.99,1.596,5,3.00%,$0.12,$11.97,60.00%
BAZ-586397,5/17/2024,Online,HD083057,Halton,LS9,England,North West,01JZ3NSWVC3NS2GSX3QTTG70ZH,Educational STEM Kit,Toys,STEM Learning Toys,35.99,14.396,16,20.00%,$7.20,$345.50,60.00%
TCQ-207480,3/20/2024,In-Store,LN083434,Manchester,M14,England,South West,01JZ3NRAZS4ZF7J88VV13Q09D0,Pet Bed with Removable Cover,Pets,Pet Supplies,49.99,19.996,13,32.00%,$16.00,$389.92,60.00%
MJZ-533945,6/16/2024,Online,BJ048509,West End,DN36,England,North West,01JZ3NCAS1QFX4034BPHYKD7NK,Portable Camping Stove,Outdoor,Camping Equipment,49.99,14.997,10,27.00%,$13.50,$349.93,70.00%
JBW-247193,3/12/2024,In-Store,TC059259,Walton,CV35,England,West Midlands,01JZ3NQZ9KB5S5AQNW927YTPH5,Oven Thermometer,Kitchen,Cooking Tools & Utensils,11.99,4.796,19,18.00%,$2.16,$136.69,60.00%
UVH-698250,7/31/2024,Online,HQ041440,Kinloch,PH43,Scotland,South West,01JZ3NRAKW18CDRQ7FDZ8Y3PP8,Portable Pet Water Bottle,Pets,Pet Accessories,18.99,7.596,10,3.00%,$0.57,$113.94,60.00%
OFD-978833,3/19/2024,In-Store,ZD058102,Upton,WF9,England,West Midlands,01JZ3NC9JB9GDZM5C430H9KAFD,Vegetable Spring Rolls,Food - Frozen Foods,Frozen Appetizers,6.49,1.947,20,17.00%,$1.10,$90.86,70.00%
UHU-316774,10/3/2024,Online,WS028428,Stapleford,LN6,England,South West,01JZ3NQZC72KRF5AHF2M4PSC17,Maxi Wrap Dress,Clothing - Dresses,Casual Dresses,49.99,19.996,15,14.00%,$7.00,$449.91,60.00%
YTN-585053,8/24/2024,In-Store,HG039736,Church End,N3,England,South East,01JZ3NCGN4M2ZQYAPPP0Z43TWG,Athletic Compression Tights,Clothing - Activewear,Sports Apparel,39.99,11.997,7,,$0.00,$195.95,70.00%
NHO-501901,3/6/2024,Online,FA008596,London,EC1V,England,East of England,01JZ3NC9ETTP8QPZ6WJZWSBZRF,Lentils,Food - Grains,Legumes,2.99,0.897,20,,$0.00,$41.86,70.00%
FIL-777831,6/5/2024,In-Store,MC028199,Aston,TF6,England,Scotland,01JZ3NTBTTPZKZ6WJWNQ6MB013,Wireless Gaming Mouse,Gaming,Gaming Accessories,39.99,15.996,5,29.00%,$11.60,$119.97,60.00%
HLX-268901,4/18/2024,Online,SQ020021,Twyford,LE14,England,West Midlands,01JZ3NCGS0QP766SVRA5B6KN0S,Sweet BBQ Dipping Sauce,Food - Condiments,Marinades and Sauces,3.49,1.047,12,14.00%,$0.49,$29.32,70.00%
LRZ-382383,10/31/2024,In-Store,QX021876,East End,BH21,England,South East,01JZ3NR4BS6GR54TE3SR52JT5B,Chocolate Chip Muffins,Food - Bakery,Muffins,3.99,1.596,11,23.00%,$0.92,$26.33,60.00%
XZG-435907,8/25/2024,Online,YV071393,London,EC1V,England,South West,01JZ3NRA7VZYA3N6FRCF6TC3DJ,Ready-to-Eat Chili,Food - Soups,Chili,2.99,1.196,18,9.00%,$0.27,$32.29,60.00%
CHN-137134,11/6/2024,In-Store,YF016486,Bristol,BS41,England,South West,01JZ3NR99KX0TK8S7E4TN0HRNB,DIY Candle Making Kit,Crafts,Candle & Soap Making Supplies,22.99,9.196,1,29.00%,$6.67,$13.79,60.00%
MMT-516883,6/20/2024,Online,RB058689,Sutton,CT15,England,Yorkshire and the Humber,01JZ3NT8WWGJQBAC3MR3NZHYY1,Cauliflower Pizza Crust,Food - Frozen Foods,Frozen Pizza Crusts,5.99,2.396,13,39.00%,$2.34,$46.72,60.00%
XAH-708396,12/7/2024,In-Store,IC043696,Aston,TF6,England,East of England,01JZ3NR4ERVX5ZKAFNQGX86CW3,Raspberry Limeade,Food - Beverages,Juice,1.99,0.796,9,4.00%,$0.08,$10.75,60.00%
ERD-483057,11/26/2024,Online,VY009268,London,WC2H,England,East of England,01JZ3NTBPWT20NGNSN7TW1TGK2,Gardening Tools Set,Garden,Garden Tools,45,18,5,14.00%,$6.30,$135.00,60.00%
XMW-938509,8/29/2024,In-Store,TS091132,Ford,GL54,England,North East,01JZ3NR6KYKMXCDMAYJH7KG8ZH,Garden Tool Set with Carrying Bag,Garden,Garden Tools,39.99,15.996,14,30.00%,$12.00,$335.92,60.00%
QTM-010890,5/25/2024,Online,LT089054,Newbiggin,NE46,England,North East,01JZ3NR00X2ZMW9C1RV62AHT52,Quality Chef Apron,Kitchen,Cooking Tools & Utensils,19.99,7.996,15,26.00%,$5.20,$179.91,60.00%
NZR-453399,1/26/2024,In-Store,YJ031445,Normanton,LE15,England,East Midlands,01JZ3NRA0M8ZYVS24Z24HRJEW1,Flavored Instant Oatmeal,Food - Breakfast,Instant Breakfast,2.99,1.196,10,21.00%,$0.63,$17.94,60.00%
OLA-179951,6/27/2024,Online,NA086086,Ford,GL54,England,South East,01JZ3NC9BMEZET9VP9PBN1FDA1,Zucchini Noodles,Food - Vegetables,Pasta Alternatives,3.99,1.197,2,7.00%,$0.28,$5.59,70.00%
ENO-151796,4/25/2024,In-Store,JA013201,Church End,CB4,England,London,01JZ3NR8FF66MTDEEDVC7W3XS6,Eco-Friendly Beeswax Wraps,Kitchen,Food Storage Solutions,14.99,5.996,9,33.00%,$4.95,$80.95,60.00%
YLG-649290,8/26/2024,Online,ST025617,Sheffield,S1,England,South West,01JZ3NCB56HSKQMWC0WDXTTDY7,Cheddar & Bacon Potato Skins,Food - Frozen,Frozen Appetizers,7.49,2.247,16,31.00%,$2.32,$83.89,70.00%
QZY-155368,10/9/2024,In-Store,BU037763,Glasgow,G4,Scotland,North East,01JZ3NCA2ZFNEBN6HS56MDDFTR,Lentil Soup (canned),Food - Canned Goods,Soups & Broths,1.99,0.597,9,,$0.00,$12.54,70.00%
KCF-929083,6/27/2024,Online,RQ001428,Milton,AB56,Scotland,East Midlands,01JZ3NCDW199GHRC2JDSQE3RAE,Herbed Chicken Breast,Food - Meat,Poultry,7.99,2.397,14,20.00%,$1.60,$78.30,70.00%
WGO-397655,2/2/2024,In-Store,WX098476,Newtown,RG20,England,West Midlands,01JZ3NR4GWSBB8JK7S9CM60J6A,Biodegradable Dog Waste Bags,,Dog Supplies,14.99,5.996,2,40.00%,$6.00,$17.99,60.00%
BUS-711497,7/29/2024,Online,HN087906,Belfast,BT2,Northern Ireland,East of England,01JZ3NTE6123WVMYB810MS4DEM,Potting Soil,Garden,Garden Supplies,15.99,6.396,12,31.00%,$4.96,$115.13,60.00%
RTL-620149,6/23/2024,In-Store,IW015212,Linton,BD23,England,South East,01JZ3NCDT53RDH8V03QN229FQT,Eco-Friendly Notepad,Office,Sustainable Stationery,8.99,2.697,19,0.00%,$0.00,$119.57,70.00%
RDA-305990,12/8/2024,Online,QO092485,Sutton,CT15,England,East Midlands,01JZ3NTJZ332YFTVY91E4CRWZD,Cream Cheese,Food - Dairy,Dairy Spreads,2.69,1.076,15,25.00%,$0.67,$24.21,60.00%
GHN-338390,7/11/2024,In-Store,IG072578,Milton,AB56,Scotland,Scotland,01JZ3NTN2CVFC57QTXD9F0AS8F,High-Speed HDMI Cable,Electronics,Cables & Accessories,12.99,5.196,7,6.00%,$0.78,$54.56,60.00%
IFB-677509,3/1/2024,Online,QA056156,Upton,DN21,England,South West,01JZ3NR0XWCXJJ3EJ37NSTBTBJ,Whipped Cream Cheese,Food - Dairy,Dairy Spreads,2.99,1.196,4,40.00%,$1.20,$7.18,60.00%
YHN-920933,4/1/2024,In-Store,DG077949,Edinburgh,EH9,Scotland,Northern Ireland,01JZ3NR8ECNQBPJ1YND1GG0X0G,Pumpkin Waffles,Food - Breakfast,Pancakes & Waffles,4.49,1.796,5,39.00%,$1.75,$13.47,60.00%
HVF-918489,7/10/2024,Online,UN049674,Newport,NR29,England,Yorkshire and the Humber,01JZ3NT7THDXCFGKHBVE3XC4H9,Organic Chia Seeds,Food - Health Foods,Superfoods,7.99,3.196,10,33.00%,$2.64,$47.94,60.00%
SSP-407253,2/6/2024,In-Store,IB003332,Church End,N3,England,South East,01JZ3NCGVD6EH3WJ8VK97TM2CC,Portable Hand Warmer,Accessories,Tech Accessories,24.99,7.497,17,31.00%,$7.75,$297.38,70.00%
LLX-917693,2/26/2024,Online,XO043540,Marston,ST20,England,Scotland,01JZ3NC9TXWQDG8G759KA27M39,Classic Pesto Sauce,Food - Sauces,Italian Sauces,4.29,1.287,2,39.00%,$1.67,$6.01,70.00%
ZMZ-053514,6/27/2024,In-Store,LF026434,Merton,SW19,England,London,01JZ3NR82ZQ3TPJMX28MQ8F95P,Tomato Basil Soup,Food - Canned Goods,Soups & Broths,3.49,1.396,16,1.00%,$0.03,$33.50,60.00%
IFC-765959,8/27/2024,Online,IR034127,Walton,CV35,England,North East,01JZ3NCA3XEVGABACM6PABXMVS,Rainbow Veggie Chips,Food - Snacks,Healthy Snacks,3.29,0.987,17,23.00%,$0.76,$39.15,70.00%
